weapon_used	weapon_result	charge	location_major_comm	location_comm	date_of_occurrence	time_of_occurrance	disposition	status	towncode	day_occur	armedrob	burglary	aggassault	simpleassault	sexual	domestic_phys	domestic_verbal	land	land_violent	mob	riot	murder	other	year	month
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"SINKOR"	"KAILONDO COMMUNITY"	"9/28/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	3016	"2017-09-28"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"ARSON"	"SINKOR"	"GAYE TOWN COMMUNITY"	"10/16/2017"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	3012	"2017-10-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"10/6/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2017-10-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"SINKOR"	"17TH STREET COMMUNITY"	"10/14/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	2025	"2017-10-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"SINKOR"	"CATHOLIC JUNCTION COMMUNITY"	"10/14/2017"	"00:00 AM - 03:00 AM"	"WITHDRAWN"	"COMPLETED"	3001	"2017-10-14"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"SINKOR"	"CATHOLIC JUNCTION COMMUNITY"	"10/14/2017"	"00:00 AM - 03:00 AM"	"WITHDRAWN"	"COMPLETED"	3001	"2017-10-14"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"JOE BAR COMMUNITY"	"9/24/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	5000	"2017-09-24"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"PERRY TOWN COMMUNITY"	"10/16/2017"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	6011	"2017-10-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"POLICE ACADEMY COMMUNITY"	"10/7/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	5010	"2017-10-07"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/7/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	8005	"2017-08-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	8
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"R-2 COMMUNITY"	"9/6/2017"	"09:00 PM - 00:00 AM"	"COURT"	"COMPLETED"	8017	"2017-09-06"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"9/25/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	8005	"2017-09-25"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"CUTLASS"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"VOA COMMUNITY"	"9/22/2017"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED"	8004	"2017-09-22"	1	0	0	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/6/2017"	"03:00 AM - 06:00 AM"	"PENDING"	"COMPLETED"	8005	"2017-10-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/6/2017"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	8005	"2017-10-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"10/17/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	8006	"2017-10-17"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/13/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	8005	"2017-10-13"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/17/2017"	"00:00 AM - 03:00 AM"	"WITHDRAWN"	"COMPLETED"	8005	"2017-10-17"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"8/29/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-08-29"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	8
"NIL"	"NIL"	"CRIMINAL TRESPASS"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"9/20/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	8013	"2017-09-20"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"9/26/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	8013	"2017-09-26"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"10/13/2017"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	8013	"2017-10-13"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"10/17/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	8013	"2017-10-17"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"PAYNESVILLE"	"ZUBAH TOWN COMMUNITY"	"9/19/2018"	"NIL"	"WITHDRAWN"	"COMPLETED"	5008	"2018-09-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"9/21/2017"	"NIL"	"WITHDRAWN"	"COMPLETED"	8005	"2017-09-21"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"9/28/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	8005	"2017-09-28"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"HIT & RUN"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/12/2017"	"NIL"	"WITHDRAWN"	"COMPLETED"	8005	"2017-10-12"	0	0	0	0	0	0	0	0	0	0	0	1	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"9/27/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	8013	"2017-09-27"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"PERRY TOWN COMMUNITY"	"10/11/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	6011	"2017-10-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"BABY-MA JUNCTION COMMUNITY"	"9/19/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	6003	"2017-09-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"10/11/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	10020	"2017-10-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"SINGLE BARREL SHORT GUN"	"NIL"	"POSSESSION & SALE OF PHYSICAL OBJECTS FOR LRTHAL USE"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"9/29/2017"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	8013	"2017-09-29"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"SINGLE BARREL SHORT GUN"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"10/18/2017"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	5014	"2017-10-18"	1	0	0	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-01"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/3/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10004	"2017-10-03"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/3/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-03"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/4/2017"	"03:00 AM - 06:00 AM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-04"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/6/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/6/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/8/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/9/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-09"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/12/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-12"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/11/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-11"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/18/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	10004	"2017-10-18"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"CRIMINAL FACILITATION"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/14/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	10004	"2017-10-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/14/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/18/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-18"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/16/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/11/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/19/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2017-10-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/19/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	10004	"2017-10-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/19/2017"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	10004	"2017-10-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"10/1/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	10020	"2017-10-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"10/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	10020	"2017-10-01"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/1/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10002	"2017-10-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/1/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10002	"2017-10-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/2/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10002	"2017-10-02"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"10/3/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10020	"2017-10-03"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/3/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	10002	"2017-10-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/5/2017"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-10-05"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/7/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	10002	"2017-10-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY "	"10/8/2017"	"03:00 AM - 06:00 AM"	"PENDING"	"COMPLETED"	10004	"2017-10-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/8/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10002	"2017-10-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/7/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	8005	"2017-08-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	8
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"R-2 COMMUNITY"	"9/6/2017"	"09:00 PM - 00:00 AM"	"COURT"	"COMPLETED"	8017	"2017-09-06"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"VOA COMMUNITY"	"9/18/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	8004	"2017-09-18"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"9/25/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	8005	"2017-09-25"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"VOA COMMUNITY"	"9/22/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	8004	"2017-09-22"	1	0	0	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/6/2017"	"03:00 AM - 06:00 AM"	"PENDING"	"COMPLETED"	8005	"2017-10-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/6/2017"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	8005	"2017-10-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"VOCKER MISSION COMMUNITY"	"10/1/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5015	"2017-10-01"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"POLICE ACADEMY COMMUNITY"	"10/16/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5010	"2017-10-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"10/16/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5002	"2017-10-16"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"10/18/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5002	"2017-10-18"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/21/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	5014	"2017-09-21"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/26/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED"	5014	"2017-09-26"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/21/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	5014	"2017-09-21"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/22/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	5014	"2017-09-22"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/23/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED"	5014	"2017-09-23"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/24/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5014	"2017-09-24"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/25/2017"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	5014	"2017-09-25"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"10/3/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	5014	"2017-10-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"BURGLARY"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"10/9/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5014	"2017-10-09"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"9/23/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	5014	"2017-09-23"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"10/17/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	5014	"2017-10-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"9/19/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10002	"2017-09-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY "	"9/8/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	10002	"2017-09-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY "	"9/19/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-09-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"MENACING"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY "	"9/14/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-09-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY "	"9/26/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10002	"2017-09-26"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"ARSON"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"9/29/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-09-29"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"DOUBLE REGISTRATION"	"CENTRAL MONROVIA"	"ROCK SPRING VALLEY"	"10/10/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	2040	"2017-10-10"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"10/23/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	10002	"2017-10-23"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"10/31/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	1001	"2017-10-31"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/12/2017"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED"	8005	"2017-10-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"11/8/2017"	"03:00 AM - 06:00 AM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-11-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
